Dahlia Salem,"Dahlia Salem (born November 21, 1971 in New York, New York) is an American actress. She played Sofia Carlino on Another World and Claire Walsh on General Hospital. At the age of six, she was already impersonating family and friends at gatherings.  After enrolling in Boston University, Salem began exploring her interest in acting by performing in several college productions including Othello and Biloxi Blues, and earned a nomination for The Irene Ryan Award for her portrayal of Helena in R.U.R.After earning her bachelor's degree, Salem was accepted to the Circle in the Square Theater Conservatory program in New York City, where she studied for two years.  Among her noteworthy stage performances are a staged reading of the classic Strindberg play The Father, opposite Al Pacino, and her Broadway debut as the understudy for the role of Rosa in the Broadway production of Tennessee Williams' classic, The Rose Tattoo, opposite Mercedes Ruehl and Anthony LaPaglia."
James Stewart,"James Maitland Stewart (May 20, 1908 – July 2, 1997) was an American actor, singer and military officer.  Known for his distinctive drawl and everyman screen persona, Stewart's film career spanned 80 films from 1935 to 1991. With the strong morality he portrayed both on and off the screen, Stewart is considered one of the greatest actors of all time, and epitomized the ""American ideal"" in twentieth-century United States. In 1999, the American Film Institute (AFI) ranked him third on its list of the greatest American male actors."
Ruth Roman,"Ruth Roman (born Norma Roman; December 22, 1922 – September 9, 1999) was an American actress of film, stage, and television."
Corinne Calvet,"Corinne Calvet (April 30, 1925 – June 23, 2001), born Corinne Dibos, was a French actress who appeared mostly in American films. According to one obituary, she was promoted ""as a combination of Dietrich and Rita Hayworth, but her persona failed to live up to this description, though the fault lay as much with a string of mediocre films as with a lack of a compelling talent, for Calvet's sultry looks and flashing eyes were allied with an impish sense of humour. She eventually became better known for her fiery private life and some well-publicized legal battles."""
Craig Sheffer,"Craig Eric Sheffer (born April 23, 1960) is an American film and television actor. He is known for his leading roles as Norman Maclean in the film A River Runs Through It, Aaron Boone in the film Nightbreed, and Keith Scott on the television series One Tree Hill."
Brad Pitt,"William Bradley Pitt (born December 18, 1963) is an American actor and film producer. He has received multiple awards, including two Golden Globe Awards and an Academy Award for his acting, in addition to another Academy Award, another Golden Globe Award and a Primetime Emmy Award as producer under his production company, Plan B Entertainment."
Tom Skerritt,"Thomas Roy Skerritt (born August 25, 1933) is an American actor who has appeared in more than forty films and more than two hundred television episodes since 1962. He is known for his film roles in M*A*S*H, Alien, The Dead Zone, Top Gun, A River Runs Through It, Up in Smoke, and the television series Picket Fences. Skerritt has earned several nominations and awards, including a Primetime Emmy Award for Outstanding Lead Actor in a Drama Series in 1993 for Picket Fences."
James Arness,"James Arness (born James King Aurness, May 26, 1923 – June 3, 2011) was an American actor, best known for portraying Marshal Matt Dillon for 20 years in the CBS television series Gunsmoke. Arness has the distinction of having played the role of Dillon in five separate decades: 1955 to 1975 in the weekly series, then in Gunsmoke: Return to Dodge (1987) and four more made-for-television Gunsmoke films in the 1990s. In Europe, Arness reached cult status for his role as Zeb Macahan in the Western series How the West Was Won.  He was the older brother of actor Peter Graves."
Brian Keith,"Brian Keith (born Robert Alba Keith, November 14, 1921 – June 24, 1997) was an American film, television and stage actor who in his six-decade-long career gained recognition for his work in movies such as the Disney family film The Parent Trap (1961), the comedy The Russians Are Coming, the Russians Are Coming (1966), and the adventure saga The Wind and the Lion (1975), in which he portrayed President Theodore Roosevelt."
Ray Wise,"Raymond Herbert Wise (born August 20, 1947) is an American actor.  He is best known for his role as Leland Palmer in Twin Peaks (1990–1991, 2017) and its prequel film Twin Peaks: Fire Walk with Me (1992), Vice President Hal Gardner in 24 (2006), The Devil in Reaper (2007–2009), and Marvin in Fresh Off the Boat (2015–2020)."
Clare Wren,"Clare Wren (born May 4, 1962 as Helen Claire Wren) is an American actress. She is best known as Rachel Dunn on The Young Riders."
Sara Baras,"Sara Pereyra Baras (born April 25, 1971) is a Spanish flamenco dancer and choreographer born in San Fernando (Cádiz) who has established her own dance company."
Jean-Pierre Léaud,"Jean-Pierre Léaud, ComM (French: [ʒɑ̃pjɛʁ le.o]; born 28 May 1944) is a French actor, best known for playing Antoine Doinel in François Truffaut's series of films about that character, beginning with The 400 Blows (Les Quatre Cents Coups, 1959). He also worked several times with Jean-Luc Godard and Aki Kaurismäki, as well as with other famous directors; Jean Cocteau, Pier Paolo Pasolini,Bernardo Bertolucci, Catherine Breillat, Jerzy Skolimowski, Agnes Varda, Jacques Rivette, etc. He is a significant figure of the French New Wave."
Bernadette Lafont,"Bernadette Lafont (28 October 1938 – 25 July 2013) was a French actress who appeared in more than 120 feature films. She has been considered ""the face of French New Wave"". In 1999 she told The New York Times her work was ""the motor of my existence""."
Françoise Lebrun,"Françoise Lebrun is a French actress. She has appeared in many movies, and is especially known for her role as Veronika in The Mother and the Whore (1973, directed by Jean Eustache). She also worked for, amongst others, Paul Vecchiali, Marguerite Duras and Lucas Belvaux, and is the subject of the documentary Françoise Lebrun, les voies singulières (2008). In a Variety review of the 2004 Vecchiali film A Vot' Bon Coeur, Lisa Nesselson called her ""a supreme master of the sustained monologue."""
John Kassir,"John Edward Kassir (born October 24, 1957) is an American actor, voice actor, and stand-up comedian. He is known for his work as the voice of the Crypt Keeper in HBO's Tales from the Crypt franchise. Kassir is also known for his role as Ralph in the Off-Broadway show Reefer Madness, as well as its film adaptation, as well as his voice over work as Buster Bunny (taking over from Charlie Adler late in the final season of Tiny Toon Adventures), Ray ""Raymundo"" Rocket on Rocket Power, the mischievous raccoon Meeko in Pocahontas and its direct-to-video sequel, Jibolba in the Tak and the Power of Juju video game series, Pete Puma in The Looney Tunes Show, and Deadpool in X-Men Legends II: Rise of Apocalypse and the Marvel: Ultimate Alliance series. He has also done the voice of Rizzo for the Spyro game, Skylanders: Spyro's Adventure, and voiced Ghost Roaster in Skylanders: Giants, as well as Short Cut in Skylanders: Trap Team and Pit Boss in Skylanders: Imaginators. He is also known for his various roles in season 1 of The Amanda Show. He voiced the Ice King in the original Adventure Time pilot, but was replaced by Tom Kenny for the series. He also provided additional voice over work for Sonic the Hedgehog, Eek! The Cat, The Brothers Flub, Dead Rising, Casper's Scare School, Spider-Man 3, Curious George 2: Follow That Monkey!, Diablo III, Monsters University, The Prophet, Halo 5: Guardians and The Secret Life of Pets."
Mary Ellen Trainor,"Mary Ellen Trainor (July 8, 1952 – May 20, 2015) was an American character actress best remembered as Dr. Stephanie Woods (an LAPD psychiatrist) in the Lethal Weapon films and as Irene Walsh (Mikey and Brand's mom) in The Goonies. She also appeared in numerous other well-known films including Romancing the Stone, The Monster Squad, Die Hard, Death Becomes Her, Forrest Gump, and Freaky Friday (2003)."
Larry Drake,"Larry Richard Drake (February 21, 1950 – March 17, 2016) was an American actor, voice artist, and comedian, best known as Benny Stulwicz in L.A. Law, for which he won two Primetime Emmy Awards.  He also appeared as Robert G. Durant in both Darkman and Darkman II: The Return of Durant, a homicidal mental patient who escapes an insane asylum in the slasher black comedy Dr. Giggles, and was the voice of Pops in Johnny Bravo."
Richard Chamberlain,"George Richard Chamberlain (born March 31, 1934) is an American actor and singer, who became a teen idol in the title role of the television show Dr. Kildare (1961–1966). He subsequently appeared in several TV mini-series, such as Shōgun (1980) and The Thorn Birds (1983) and was the first to play Jason Bourne in the 1988 made-for-TV movie The Bourne Identity. Chamberlain has also performed classical stage roles and worked in musical theatre."
Olivia Hamnett,"Olivia Jane Hamnett (1942/1943 – 2 November 2001) was an English actress known for numerous television roles in Australia, including Meg Fulton in The Sullivans (1976), Dr. Kathryn Elaine ""Kate"" Peterson in Prisoner (1981–82) and Joanna Randall in Return to Eden (1983/86)"
David Gulpilil,David Gulpilil Ridjimiraril Dalaithngu AM (born 1 July 1953)[citation needed] is a Yolngu traditional dancer and actor.
Dominic Monaghan,Dominic Bernard Patrick Luke Monaghan (born 8 December 1976) is an English actor. Monaghan first gained fame as Hetty Wainthropp's sidekick Geoffrey in Hetty Wainthropp Investigates (1996–1998). He first gained exposure in film through his role as Sasha in the television film Hostile Waters (1997) based on the true story of a Russian and an American submarine colliding in the Cold War.
